match_id,source,map,cheater_labels,hurt_events,group,split
no_cheater_present/410,no_cheater_present,cs_italy,0,882,no_cheater_present/410,train
no_cheater_present/411,no_cheater_present,cs_italy,0,479,no_cheater_present/411,train
no_cheater_present/412,no_cheater_present,cs_italy,0,763,no_cheater_present/412,train
no_cheater_present/413,no_cheater_present,de_nuke,0,599,no_cheater_present/413,validation
no_cheater_present/414,no_cheater_present,cs_office,0,671,no_cheater_present/414,test
no_cheater_present/415,no_cheater_present,de_anubis,0,725,no_cheater_present/415,train
no_cheater_present/416,no_cheater_present,de_nuke,0,764,no_cheater_present/416,train
no_cheater_present/417,no_cheater_present,de_dust2,0,583,no_cheater_present/417,train
no_cheater_present/418,no_cheater_present,de_thera,0,473,no_cheater_present/418,train
no_cheater_present/419,no_cheater_present,de_mills,0,456,no_cheater_present/419,train
no_cheater_present/42,no_cheater_present,de_inferno,0,429,no_cheater_present/42,train
no_cheater_present/420,no_cheater_present,cs_italy,0,526,no_cheater_present/420,test
no_cheater_present/421,no_cheater_present,de_dust2,0,418,no_cheater_present/421,train
no_cheater_present/422,no_cheater_present,de_thera,0,550,no_cheater_present/422,test
no_cheater_present/423,no_cheater_present,cs_italy,0,596,no_cheater_present/423,train
no_cheater_present/424,no_cheater_present,de_ancient,0,378,no_cheater_present/424,test
no_cheater_present/425,no_cheater_present,de_mirage,0,218,no_cheater_present/425,train
no_cheater_present/426,no_cheater_present,de_dust2,0,85,no_cheater_present/426,train
no_cheater_present/427,no_cheater_present,de_mirage,0,626,no_cheater_present/427,train
no_cheater_present/428,no_cheater_present,de_inferno,0,556,no_cheater_present/428,train
no_cheater_present/429,no_cheater_present,de_train,0,359,no_cheater_present/429,validation
no_cheater_present/43,no_cheater_present,de_mirage,0,396,no_cheater_present/43,train
no_cheater_present/430,no_cheater_present,de_dust2,0,525,no_cheater_present/430,test
no_cheater_present/431,no_cheater_present,de_dust2,0,531,no_cheater_present/431,train
no_cheater_present/432,no_cheater_present,de_dust2,0,665,no_cheater_present/432,train
no_cheater_present/433,no_cheater_present,de_vertigo,0,588,no_cheater_present/433,train
no_cheater_present/434,no_cheater_present,de_dust2,0,575,no_cheater_present/434,calibration
no_cheater_present/435,no_cheater_present,de_train,0,701,no_cheater_present/435,train
no_cheater_present/436,no_cheater_present,de_ancient,0,573,no_cheater_present/436,validation
no_cheater_present/437,no_cheater_present,de_mirage,0,615,no_cheater_present/437,train
no_cheater_present/438,no_cheater_present,de_mirage,0,686,no_cheater_present/438,train
no_cheater_present/439,no_cheater_present,de_train,0,629,no_cheater_present/439,validation
no_cheater_present/44,no_cheater_present,de_mirage,0,498,no_cheater_present/44,validation
no_cheater_present/440,no_cheater_present,de_mirage,0,299,no_cheater_present/440,train
no_cheater_present/441,no_cheater_present,de_train,0,281,no_cheater_present/441,train
no_cheater_present/442,no_cheater_present,de_dust2,0,409,no_cheater_present/442,test
no_cheater_present/443,no_cheater_present,de_mirage,0,642,no_cheater_present/443,test
no_cheater_present/444,no_cheater_present,de_nuke,0,613,no_cheater_present/444,train
no_cheater_present/445,no_cheater_present,de_dust2,0,464,no_cheater_present/445,calibration
no_cheater_present/446,no_cheater_present,de_dust2,0,518,no_cheater_present/446,train
no_cheater_present/447,no_cheater_present,de_dust2,0,446,no_cheater_present/447,calibration
no_cheater_present/448,no_cheater_present,de_inferno,0,598,no_cheater_present/448,calibration
no_cheater_present/449,no_cheater_present,de_mirage,0,503,no_cheater_present/449,train
no_cheater_present/45,no_cheater_present,de_nuke,0,511,no_cheater_present/45,test
no_cheater_present/450,no_cheater_present,de_thera,0,668,no_cheater_present/450,test
no_cheater_present/451,no_cheater_present,de_mirage,0,702,no_cheater_present/451,train
no_cheater_present/452,no_cheater_present,de_anubis,0,417,no_cheater_present/452,test
no_cheater_present/453,no_cheater_present,de_thera,0,466,no_cheater_present/453,train
no_cheater_present/454,no_cheater_present,de_thera,0,565,no_cheater_present/454,train
no_cheater_present/455,no_cheater_present,de_thera,0,0,no_cheater_present/455,validation
no_cheater_present/456,no_cheater_present,de_mills,0,731,no_cheater_present/456,test
no_cheater_present/457,no_cheater_present,de_thera,0,677,no_cheater_present/457,train
no_cheater_present/458,no_cheater_present,de_train,0,541,no_cheater_present/458,train
no_cheater_present/459,no_cheater_present,cs_office,0,1077,no_cheater_present/459,train
no_cheater_present/46,no_cheater_present,de_dust2,0,221,no_cheater_present/46,validation
no_cheater_present/460,no_cheater_present,de_mirage,0,363,no_cheater_present/460,train
no_cheater_present/461,no_cheater_present,de_dust2,0,647,no_cheater_present/461,train
no_cheater_present/462,no_cheater_present,de_thera,0,639,no_cheater_present/462,train
no_cheater_present/463,no_cheater_present,de_thera,0,609,no_cheater_present/463,validation
no_cheater_present/464,no_cheater_present,de_thera,0,607,no_cheater_present/464,validation
no_cheater_present/465,no_cheater_present,de_mirage,0,592,no_cheater_present/465,train
no_cheater_present/466,no_cheater_present,de_mirage,0,491,no_cheater_present/466,train
no_cheater_present/467,no_cheater_present,de_dust2,0,705,no_cheater_present/467,train
no_cheater_present/468,no_cheater_present,de_basalt,0,238,no_cheater_present/468,train
no_cheater_present/469,no_cheater_present,de_train,0,100,no_cheater_present/469,train
no_cheater_present/47,no_cheater_present,de_mirage,0,339,no_cheater_present/47,train
no_cheater_present/470,no_cheater_present,de_dust2,0,614,no_cheater_present/470,train
no_cheater_present/471,no_cheater_present,de_nuke,0,592,no_cheater_present/471,validation
no_cheater_present/472,no_cheater_present,de_dust2,0,541,no_cheater_present/472,train
no_cheater_present/473,no_cheater_present,de_train,0,609,no_cheater_present/473,test
no_cheater_present/474,no_cheater_present,de_train,0,663,no_cheater_present/474,train
no_cheater_present/475,no_cheater_present,de_mirage,0,370,no_cheater_present/475,calibration
no_cheater_present/476,no_cheater_present,de_mirage,0,482,no_cheater_present/476,calibration
no_cheater_present/477,no_cheater_present,de_train,0,623,no_cheater_present/477,train
no_cheater_present/48,no_cheater_present,de_mirage,0,342,no_cheater_present/48,train
no_cheater_present/49,no_cheater_present,de_train,0,556,no_cheater_present/49,test
no_cheater_present/5,no_cheater_present,de_anubis,0,486,no_cheater_present/5,train
no_cheater_present/50,no_cheater_present,de_inferno,0,721,no_cheater_present/50,test
no_cheater_present/51,no_cheater_present,de_inferno,0,243,no_cheater_present/51,calibration
no_cheater_present/52,no_cheater_present,de_inferno,0,467,no_cheater_present/52,calibration
no_cheater_present/53,no_cheater_present,de_dust2,0,654,no_cheater_present/53,train
no_cheater_present/54,no_cheater_present,de_edin,0,644,no_cheater_present/54,train
no_cheater_present/55,no_cheater_present,de_inferno,0,719,no_cheater_present/55,validation
no_cheater_present/56,no_cheater_present,de_inferno,0,560,no_cheater_present/56,train
no_cheater_present/57,no_cheater_present,de_dust2,0,552,no_cheater_present/57,train
no_cheater_present/58,no_cheater_present,de_nuke,0,634,no_cheater_present/58,train
no_cheater_present/59,no_cheater_present,de_nuke,0,633,no_cheater_present/59,train
no_cheater_present/6,no_cheater_present,de_mirage,0,492,no_cheater_present/6,train
no_cheater_present/60,no_cheater_present,de_dust2,0,169,no_cheater_present/60,train
no_cheater_present/61,no_cheater_present,de_train,0,141,no_cheater_present/61,train
no_cheater_present/62,no_cheater_present,de_inferno,0,98,no_cheater_present/62,train
no_cheater_present/63,no_cheater_present,de_train,0,6,no_cheater_present/63,train
no_cheater_present/64,no_cheater_present,de_train,0,61,no_cheater_present/64,test
no_cheater_present/65,no_cheater_present,de_mirage,0,43,no_cheater_present/65,train
no_cheater_present/66,no_cheater_present,de_train,0,188,no_cheater_present/66,calibration
no_cheater_present/67,no_cheater_present,de_mirage,0,133,no_cheater_present/67,train
no_cheater_present/68,no_cheater_present,de_train,0,141,no_cheater_present/68,test
no_cheater_present/69,no_cheater_present,de_train,0,18,no_cheater_present/69,train
no_cheater_present/7,no_cheater_present,de_mirage,0,826,no_cheater_present/7,train
no_cheater_present/70,no_cheater_present,de_anubis,0,269,no_cheater_present/70,validation
no_cheater_present/71,no_cheater_present,de_anubis,0,159,no_cheater_present/71,validation
no_cheater_present/72,no_cheater_present,de_anubis,0,249,no_cheater_present/72,train
no_cheater_present/73,no_cheater_present,de_mirage,0,88,no_cheater_present/73,train
no_cheater_present/74,no_cheater_present,de_dust2,0,120,no_cheater_present/74,train
no_cheater_present/75,no_cheater_present,cs_office,0,143,no_cheater_present/75,test
no_cheater_present/76,no_cheater_present,cs_office,0,45,no_cheater_present/76,validation
no_cheater_present/77,no_cheater_present,cs_office,0,109,no_cheater_present/77,train
no_cheater_present/78,no_cheater_present,cs_office,0,141,no_cheater_present/78,train
no_cheater_present/79,no_cheater_present,cs_office,0,71,no_cheater_present/79,train
no_cheater_present/8,no_cheater_present,de_mirage,0,47,no_cheater_present/8,train
no_cheater_present/80,no_cheater_present,cs_office,0,74,no_cheater_present/80,train
no_cheater_present/81,no_cheater_present,cs_office,0,22,no_cheater_present/81,train
no_cheater_present/82,no_cheater_present,de_mirage,0,7,no_cheater_present/82,train
no_cheater_present/83,no_cheater_present,de_anubis,0,67,no_cheater_present/83,train
no_cheater_present/84,no_cheater_present,cs_office,0,416,no_cheater_present/84,test
no_cheater_present/85,no_cheater_present,de_anubis,0,148,no_cheater_present/85,test
no_cheater_present/86,no_cheater_present,de_dust2,0,153,no_cheater_present/86,calibration
no_cheater_present/87,no_cheater_present,de_train,0,645,no_cheater_present/87,train
no_cheater_present/88,no_cheater_present,de_nuke,0,232,no_cheater_present/88,train
no_cheater_present/89,no_cheater_present,de_anubis,0,392,no_cheater_present/89,validation
no_cheater_present/9,no_cheater_present,de_dust2,0,615,no_cheater_present/9,train
no_cheater_present/90,no_cheater_present,de_ancient,0,129,no_cheater_present/90,test
no_cheater_present/91,no_cheater_present,de_ancient,0,601,no_cheater_present/91,test
no_cheater_present/92,no_cheater_present,de_mirage,0,193,no_cheater_present/92,validation
no_cheater_present/93,no_cheater_present,de_mirage,0,308,no_cheater_present/93,train
no_cheater_present/94,no_cheater_present,de_mirage,0,296,no_cheater_present/94,train
no_cheater_present/95,no_cheater_present,cs_office,0,244,no_cheater_present/95,train
no_cheater_present/96,no_cheater_present,cs_office,0,384,no_cheater_present/96,test
no_cheater_present/97,no_cheater_present,de_vertigo,0,217,no_cheater_present/97,train
no_cheater_present/98,no_cheater_present,de_overpass,0,223,no_cheater_present/98,validation
no_cheater_present/99,no_cheater_present,de_basalt,0,515,no_cheater_present/99,test
with_cheater_present/0,with_cheater_present,de_mirage,2,330,with_cheater_present/0,train
with_cheater_present/1,with_cheater_present,de_dust2,1,466,with_cheater_present/1,validation
with_cheater_present/10,with_cheater_present,de_basalt,5,119,with_cheater_present/10,calibration
with_cheater_present/100,with_cheater_present,de_vertigo,1,111,with_cheater_present/100,validation
with_cheater_present/101,with_cheater_present,de_train,4,369,with_cheater_present/101,train
with_cheater_present/102,with_cheater_present,de_ancient,6,330,with_cheater_present/102,train
with_cheater_present/103,with_cheater_present,de_anubis,5,272,with_cheater_present/103,validation
with_cheater_present/104,with_cheater_present,de_nuke,6,85,with_cheater_present/104,train
with_cheater_present/105,with_cheater_present,de_anubis,4,134,with_cheater_present/105,train
with_cheater_present/106,with_cheater_present,de_dust2,5,179,with_cheater_present/106,validation
with_cheater_present/107,with_cheater_present,de_mirage,4,9,with_cheater_present/107,validation
with_cheater_present/108,with_cheater_present,de_vertigo,5,148,with_cheater_present/108,calibration
with_cheater_present/109,with_cheater_present,de_mirage,5,147,with_cheater_present/109,train
with_cheater_present/11,with_cheater_present,de_train,7,143,with_cheater_present/11,train
with_cheater_present/110,with_cheater_present,de_inferno,4,179,with_cheater_present/110,test
with_cheater_present/111,with_cheater_present,de_dust2,5,140,with_cheater_present/111,train
with_cheater_present/112,with_cheater_present,de_inferno,4,359,with_cheater_present/112,test
with_cheater_present/113,with_cheater_present,de_dust2,3,301,with_cheater_present/113,train
with_cheater_present/114,with_cheater_present,de_mirage,3,457,with_cheater_present/114,train
with_cheater_present/115,with_cheater_present,de_mirage,5,182,with_cheater_present/115,train
with_cheater_present/116,with_cheater_present,de_dust2,5,67,with_cheater_present/116,train
with_cheater_present/117,with_cheater_present,de_mirage,8,209,with_cheater_present/117,validation
with_cheater_present/118,with_cheater_present,de_vertigo,5,220,with_cheater_present/118,validation
with_cheater_present/119,with_cheater_present,de_dust2,1,459,with_cheater_present/119,calibration
with_cheater_present/12,with_cheater_present,de_train,5,160,with_cheater_present/12,calibration
with_cheater_present/120,with_cheater_present,de_vertigo,4,334,with_cheater_present/120,train
with_cheater_present/121,with_cheater_present,de_vertigo,5,143,with_cheater_present/121,train
with_cheater_present/122,with_cheater_present,de_dust2,7,114,with_cheater_present/122,test
with_cheater_present/123,with_cheater_present,de_dust2,4,326,with_cheater_present/123,train
with_cheater_present/124,with_cheater_present,de_inferno,3,343,with_cheater_present/124,train
with_cheater_present/125,with_cheater_present,de_dust2,7,28,with_cheater_present/125,validation
with_cheater_present/126,with_cheater_present,de_ancient,4,138,with_cheater_present/126,test
with_cheater_present/127,with_cheater_present,de_dust2,3,83,with_cheater_present/127,train
with_cheater_present/128,with_cheater_present,de_dust2,3,365,with_cheater_present/128,test
with_cheater_present/129,with_cheater_present,de_ancient,5,265,with_cheater_present/129,train
with_cheater_present/13,with_cheater_present,de_dust2,6,333,with_cheater_present/13,calibration
with_cheater_present/130,with_cheater_present,de_mirage,3,348,with_cheater_present/130,train
with_cheater_present/131,with_cheater_present,de_mirage,3,242,with_cheater_present/131,train
with_cheater_present/132,with_cheater_present,de_mirage,1,630,with_cheater_present/132,train
with_cheater_present/133,with_cheater_present,de_ancient,3,541,with_cheater_present/133,validation
with_cheater_present/134,with_cheater_present,de_dust2,6,172,with_cheater_present/134,train
with_cheater_present/135,with_cheater_present,de_dust2,6,259,with_cheater_present/135,train
with_cheater_present/136,with_cheater_present,de_dust2,4,54,with_cheater_present/136,train
with_cheater_present/137,with_cheater_present,de_dust2,7,119,with_cheater_present/137,test
with_cheater_present/138,with_cheater_present,de_dust2,5,244,with_cheater_present/138,test
with_cheater_present/139,with_cheater_present,de_dust2,4,400,with_cheater_present/139,validation
with_cheater_present/14,with_cheater_present,de_dust2,8,138,with_cheater_present/14,train
with_cheater_present/140,with_cheater_present,de_dust2,6,130,with_cheater_present/140,test
with_cheater_present/141,with_cheater_present,de_dust2,4,296,with_cheater_present/141,train
with_cheater_present/142,with_cheater_present,de_dust2,3,239,with_cheater_present/142,validation
with_cheater_present/143,with_cheater_present,de_dust2,3,161,with_cheater_present/143,test
with_cheater_present/144,with_cheater_present,de_dust2,3,147,with_cheater_present/144,train
with_cheater_present/145,with_cheater_present,de_mirage,5,363,with_cheater_present/145,train
with_cheater_present/146,with_cheater_present,de_dust2,3,468,with_cheater_present/146,train
with_cheater_present/147,with_cheater_present,de_inferno,2,324,with_cheater_present/147,train
with_cheater_present/148,with_cheater_present,de_dust2,3,138,with_cheater_present/148,train
with_cheater_present/149,with_cheater_present,de_dust2,4,273,with_cheater_present/149,train
with_cheater_present/15,with_cheater_present,de_dust2,3,257,with_cheater_present/15,train
with_cheater_present/150,with_cheater_present,de_vertigo,5,111,with_cheater_present/150,train
with_cheater_present/151,with_cheater_present,de_dust2,4,82,with_cheater_present/151,validation
with_cheater_present/152,with_cheater_present,de_inferno,4,388,with_cheater_present/152,train
with_cheater_present/153,with_cheater_present,de_inferno,4,317,with_cheater_present/153,train
with_cheater_present/154,with_cheater_present,de_vertigo,3,192,with_cheater_present/154,train
with_cheater_present/155,with_cheater_present,de_dust2,3,315,with_cheater_present/155,train
with_cheater_present/156,with_cheater_present,de_mirage,5,263,with_cheater_present/156,train
with_cheater_present/157,with_cheater_present,de_mirage,3,408,with_cheater_present/157,test
with_cheater_present/158,with_cheater_present,de_dust2,5,283,with_cheater_present/158,calibration
with_cheater_present/159,with_cheater_present,de_inferno,2,28,with_cheater_present/159,calibration
with_cheater_present/16,with_cheater_present,de_inferno,5,250,with_cheater_present/16,validation
with_cheater_present/160,with_cheater_present,de_dust2,3,361,with_cheater_present/160,test
with_cheater_present/161,with_cheater_present,de_ancient,4,349,with_cheater_present/161,train
with_cheater_present/162,with_cheater_present,de_inferno,2,398,with_cheater_present/162,train
with_cheater_present/163,with_cheater_present,de_ancient,4,183,with_cheater_present/163,train
with_cheater_present/164,with_cheater_present,de_mirage,4,263,with_cheater_present/164,train
with_cheater_present/165,with_cheater_present,de_dust2,4,71,with_cheater_present/165,train
with_cheater_present/166,with_cheater_present,de_dust2,1,460,with_cheater_present/166,train
with_cheater_present/167,with_cheater_present,de_dust2,5,319,with_cheater_present/167,train
with_cheater_present/168,with_cheater_present,de_anubis,9,352,with_cheater_present/168,train
with_cheater_present/169,with_cheater_present,de_dust2,2,457,with_cheater_present/169,train
with_cheater_present/17,with_cheater_present,de_mirage,2,25,with_cheater_present/17,train
with_cheater_present/170,with_cheater_present,de_mirage,4,268,with_cheater_present/170,train
with_cheater_present/171,with_cheater_present,de_nuke,1,275,with_cheater_present/171,train
with_cheater_present/172,with_cheater_present,de_dust2,2,476,with_cheater_present/172,train
with_cheater_present/173,with_cheater_present,de_mirage,1,513,with_cheater_present/173,train
with_cheater_present/174,with_cheater_present,de_train,2,452,with_cheater_present/174,validation
with_cheater_present/175,with_cheater_present,de_mirage,2,216,with_cheater_present/175,test
with_cheater_present/176,with_cheater_present,de_dust2,2,97,with_cheater_present/176,train
with_cheater_present/177,with_cheater_present,de_mirage,2,157,with_cheater_present/177,train
with_cheater_present/178,with_cheater_present,de_mirage,2,192,with_cheater_present/178,train
with_cheater_present/179,with_cheater_present,de_dust2,1,573,with_cheater_present/179,train
with_cheater_present/18,with_cheater_present,de_dust2,3,310,with_cheater_present/18,train
with_cheater_present/180,with_cheater_present,de_mirage,2,519,with_cheater_present/180,validation
with_cheater_present/181,with_cheater_present,de_vertigo,1,743,with_cheater_present/181,calibration
with_cheater_present/182,with_cheater_present,de_inferno,5,218,with_cheater_present/182,train
with_cheater_present/183,with_cheater_present,de_mirage,2,428,with_cheater_present/183,train
with_cheater_present/184,with_cheater_present,de_nuke,2,459,with_cheater_present/184,train
with_cheater_present/185,with_cheater_present,de_ancient,2,564,with_cheater_present/185,train
with_cheater_present/186,with_cheater_present,de_anubis,1,161,with_cheater_present/186,validation
with_cheater_present/187,with_cheater_present,de_inferno,2,427,with_cheater_present/187,train
with_cheater_present/188,with_cheater_present,de_dust2,1,593,with_cheater_present/188,train
with_cheater_present/189,with_cheater_present,de_mirage,3,340,with_cheater_present/189,train
with_cheater_present/19,with_cheater_present,cs_office,4,219,with_cheater_present/19,train
with_cheater_present/190,with_cheater_present,de_mirage,3,8,with_cheater_present/190,train
with_cheater_present/191,with_cheater_present,de_dust2,8,79,with_cheater_present/191,train
with_cheater_present/192,with_cheater_present,de_dust2,5,138,with_cheater_present/192,validation
with_cheater_present/193,with_cheater_present,de_vertigo,5,180,with_cheater_present/193,calibration
with_cheater_present/194,with_cheater_present,de_nuke,5,126,with_cheater_present/194,test
with_cheater_present/195,with_cheater_present,de_dust2,6,153,with_cheater_present/195,train
with_cheater_present/196,with_cheater_present,de_inferno,5,219,with_cheater_present/196,validation
with_cheater_present/197,with_cheater_present,de_vertigo,6,9,with_cheater_present/197,train
with_cheater_present/198,with_cheater_present,de_dust2,7,41,with_cheater_present/198,test
with_cheater_present/199,with_cheater_present,de_ancient,4,186,with_cheater_present/199,test
with_cheater_present/2,with_cheater_present,de_train,5,114,with_cheater_present/2,train
with_cheater_present/20,with_cheater_present,de_inferno,4,347,with_cheater_present/20,train
with_cheater_present/200,with_cheater_present,de_train,5,98,with_cheater_present/200,train
with_cheater_present/201,with_cheater_present,de_dust2,5,150,with_cheater_present/201,calibration
with_cheater_present/202,with_cheater_present,de_nuke,4,157,with_cheater_present/202,validation
with_cheater_present/203,with_cheater_present,de_inferno,6,64,with_cheater_present/203,train
with_cheater_present/204,with_cheater_present,de_vertigo,5,204,with_cheater_present/204,validation
with_cheater_present/205,with_cheater_present,de_dust2,7,144,with_cheater_present/205,train
with_cheater_present/206,with_cheater_present,de_dust2,6,90,with_cheater_present/206,train
with_cheater_present/207,with_cheater_present,de_dust2,7,148,with_cheater_present/207,test
with_cheater_present/208,with_cheater_present,de_mirage,7,199,with_cheater_present/208,train
with_cheater_present/209,with_cheater_present,de_mirage,5,129,with_cheater_present/209,train
with_cheater_present/21,with_cheater_present,de_dust2,5,246,with_cheater_present/21,train
with_cheater_present/210,with_cheater_present,de_dust2,5,124,with_cheater_present/210,validation
with_cheater_present/211,with_cheater_present,de_mirage,7,60,with_cheater_present/211,train
with_cheater_present/212,with_cheater_present,de_vertigo,7,86,with_cheater_present/212,train
with_cheater_present/213,with_cheater_present,de_inferno,4,249,with_cheater_present/213,calibration
with_cheater_present/214,with_cheater_present,de_mirage,6,122,with_cheater_present/214,validation
with_cheater_present/215,with_cheater_present,de_mirage,5,23,with_cheater_present/215,train
with_cheater_present/216,with_cheater_present,de_mirage,5,234,with_cheater_present/216,test
with_cheater_present/217,with_cheater_present,de_mirage,4,128,with_cheater_present/217,train
with_cheater_present/218,with_cheater_present,de_dust2,6,111,with_cheater_present/218,train
with_cheater_present/219,with_cheater_present,de_mirage,7,199,with_cheater_present/219,train
with_cheater_present/22,with_cheater_present,de_train,5,394,with_cheater_present/22,train
with_cheater_present/220,with_cheater_present,de_dust2,7,40,with_cheater_present/220,test
with_cheater_present/221,with_cheater_present,de_dust2,8,167,with_cheater_present/221,test
with_cheater_present/222,with_cheater_present,de_dust2,3,522,with_cheater_present/222,train
with_cheater_present/223,with_cheater_present,de_inferno,2,714,with_cheater_present/223,train
with_cheater_present/224,with_cheater_present,de_inferno,4,347,with_cheater_present/224,test
with_cheater_present/225,with_cheater_present,de_mirage,2,463,with_cheater_present/225,train
with_cheater_present/226,with_cheater_present,de_dust2,1,499,with_cheater_present/226,train
with_cheater_present/227,with_cheater_present,de_nuke,9,176,with_cheater_present/227,train
with_cheater_present/228,with_cheater_present,de_dust2,3,390,with_cheater_present/228,validation
with_cheater_present/229,with_cheater_present,de_dust2,5,219,with_cheater_present/229,train
with_cheater_present/23,with_cheater_present,de_mirage,3,606,with_cheater_present/23,train
with_cheater_present/230,with_cheater_present,de_vertigo,6,358,with_cheater_present/230,train
with_cheater_present/231,with_cheater_present,de_ancient,4,489,with_cheater_present/231,train
with_cheater_present/232,with_cheater_present,de_mirage,4,44,with_cheater_present/232,test
with_cheater_present/233,with_cheater_present,de_vertigo,2,693,with_cheater_present/233,train
with_cheater_present/234,with_cheater_present,cs_office,3,266,with_cheater_present/234,train
with_cheater_present/235,with_cheater_present,de_dust2,2,5,with_cheater_present/235,calibration
with_cheater_present/236,with_cheater_present,de_dust2,4,118,with_cheater_present/236,train
with_cheater_present/237,with_cheater_present,de_inferno,5,222,with_cheater_present/237,train
with_cheater_present/238,with_cheater_present,de_inferno,7,244,with_cheater_present/238,train
with_cheater_present/239,with_cheater_present,de_mirage,7,219,with_cheater_present/239,train
with_cheater_present/24,with_cheater_present,de_dust2,1,463,with_cheater_present/24,train
with_cheater_present/240,with_cheater_present,de_inferno,2,540,with_cheater_present/240,train
with_cheater_present/241,with_cheater_present,de_mirage,4,214,with_cheater_present/241,train
with_cheater_present/242,with_cheater_present,de_nuke,5,80,with_cheater_present/242,validation
with_cheater_present/243,with_cheater_present,de_mirage,1,76,with_cheater_present/243,train
with_cheater_present/244,with_cheater_present,de_inferno,4,176,with_cheater_present/244,train
with_cheater_present/245,with_cheater_present,de_vertigo,4,206,with_cheater_present/245,test
with_cheater_present/246,with_cheater_present,de_nuke,6,140,with_cheater_present/246,validation
with_cheater_present/247,with_cheater_present,de_vertigo,6,239,with_cheater_present/247,train
with_cheater_present/248,with_cheater_present,de_inferno,3,334,with_cheater_present/248,test
with_cheater_present/249,with_cheater_present,de_mirage,10,470,with_cheater_present/249,train
with_cheater_present/25,with_cheater_present,de_anubis,2,688,with_cheater_present/25,train
with_cheater_present/250,with_cheater_present,de_mirage,7,323,with_cheater_present/250,test
with_cheater_present/251,with_cheater_present,de_dust2,6,135,with_cheater_present/251,train
with_cheater_present/252,with_cheater_present,de_mirage,1,477,with_cheater_present/252,validation
with_cheater_present/253,with_cheater_present,de_ancient,3,159,with_cheater_present/253,train
with_cheater_present/254,with_cheater_present,de_mirage,3,461,with_cheater_present/254,calibration
with_cheater_present/255,with_cheater_present,de_vertigo,1,404,with_cheater_present/255,test
with_cheater_present/256,with_cheater_present,de_dust2,1,741,with_cheater_present/256,train
with_cheater_present/257,with_cheater_present,de_dust2,2,569,with_cheater_present/257,test
with_cheater_present/258,with_cheater_present,de_inferno,4,618,with_cheater_present/258,validation
with_cheater_present/259,with_cheater_present,de_inferno,1,546,with_cheater_present/259,calibration
with_cheater_present/26,with_cheater_present,de_dust2,7,191,with_cheater_present/26,train
with_cheater_present/260,with_cheater_present,de_train,1,472,with_cheater_present/260,validation
with_cheater_present/261,with_cheater_present,de_dust2,6,139,with_cheater_present/261,calibration
with_cheater_present/262,with_cheater_present,de_mirage,5,407,with_cheater_present/262,calibration
with_cheater_present/263,with_cheater_present,de_dust2,6,277,with_cheater_present/263,train
with_cheater_present/264,with_cheater_present,de_dust2,4,582,with_cheater_present/264,calibration
with_cheater_present/265,with_cheater_present,de_mirage,4,220,with_cheater_present/265,train
with_cheater_present/266,with_cheater_present,de_dust2,7,82,with_cheater_present/266,train
with_cheater_present/267,with_cheater_present,de_mirage,4,160,with_cheater_present/267,train
with_cheater_present/268,with_cheater_present,de_mirage,5,197,with_cheater_present/268,train
with_cheater_present/269,with_cheater_present,de_dust2,6,133,with_cheater_present/269,validation
with_cheater_present/27,with_cheater_present,de_train,5,102,with_cheater_present/27,test
with_cheater_present/270,with_cheater_present,de_nuke,1,770,with_cheater_present/270,calibration
with_cheater_present/271,with_cheater_present,de_mirage,9,322,with_cheater_present/271,train
with_cheater_present/272,with_cheater_present,de_mirage,6,173,with_cheater_present/272,train
with_cheater_present/273,with_cheater_present,de_anubis,6,143,with_cheater_present/273,train
with_cheater_present/274,with_cheater_present,de_nuke,9,234,with_cheater_present/274,train
with_cheater_present/275,with_cheater_present,de_train,2,35,with_cheater_present/275,train
with_cheater_present/276,with_cheater_present,de_dust2,1,99,with_cheater_present/276,train
with_cheater_present/277,with_cheater_present,de_train,7,312,with_cheater_present/277,test
with_cheater_present/278,with_cheater_present,cs_office,3,139,with_cheater_present/278,train
with_cheater_present/279,with_cheater_present,de_mirage,1,533,with_cheater_present/279,test
with_cheater_present/28,with_cheater_present,de_dust2,3,264,with_cheater_present/28,train
with_cheater_present/280,with_cheater_present,de_overpass,4,33,with_cheater_present/280,test
with_cheater_present/281,with_cheater_present,de_dust2,4,291,with_cheater_present/281,validation
with_cheater_present/282,with_cheater_present,de_nuke,5,382,with_cheater_present/282,train
with_cheater_present/283,with_cheater_present,de_inferno,1,408,with_cheater_present/283,train
with_cheater_present/284,with_cheater_present,de_inferno,4,240,with_cheater_present/284,train
with_cheater_present/285,with_cheater_present,de_mirage,4,233,with_cheater_present/285,test
with_cheater_present/286,with_cheater_present,cs_office,5,187,with_cheater_present/286,calibration
with_cheater_present/287,with_cheater_present,de_dust2,4,165,with_cheater_present/287,train
with_cheater_present/288,with_cheater_present,de_nuke,5,321,with_cheater_present/288,calibration
with_cheater_present/289,with_cheater_present,de_anubis,1,838,with_cheater_present/289,train
with_cheater_present/29,with_cheater_present,de_inferno,7,119,with_cheater_present/29,test
with_cheater_present/290,with_cheater_present,de_nuke,4,272,with_cheater_present/290,train
with_cheater_present/291,with_cheater_present,cs_office,1,45,with_cheater_present/291,calibration
with_cheater_present/292,with_cheater_present,cs_office,1,273,with_cheater_present/292,train
with_cheater_present/293,with_cheater_present,de_dust2,1,612,with_cheater_present/293,test
